name,time,application,num_replicas,batch_size,duration,num_task
inference-deepspeech2-7274,12535,infer-deepspeech2-5,1,1,15.0,432
inference-yolov3-7276,12536,infer-yolov3-2,1,1,27.0,2234
inference-deepspeech2-7277,12540,infer-deepspeech2-2,1,1,29.0,904
inference-imagenet-7278,12545,infer-imagenet-5,1,1,16.0,8089
inference-imagenet-7279,12545,infer-imagenet-4,1,1,14.0,867
inference-yolov3-7280,12546,infer-yolov3-5,1,1,15.0,1902
inference-ncf-7281,12548,infer-ncf-5,1,1,9.0,1146
inference-deepspeech2-7282,12549,infer-deepspeech2-2,1,1,12.0,402
inference-bert-7283,12553,infer-bert-2,1,1,21.0,1035
inference-imagenet-7284,12554,infer-imagenet-2,1,1,6.0,9742
inference-ncf-7285,12554,infer-ncf-4,1,1,12.0,1278
inference-bert-7286,12554,infer-bert-4,1,1,29.0,3912
inference-bert-7287,12555,infer-bert-1,1,1,10.0,1175
inference-ncf-7288,12556,infer-ncf-3,1,1,4.0,1973
inference-bert-7289,12564,infer-bert-2,1,1,15.0,3024
inference-ncf-7291,12565,infer-ncf-2,1,1,29.0,2689
inference-yolov3-7290,12565,infer-yolov3-2,1,1,16.0,3286
inference-yolov3-7292,12566,infer-yolov3-3,1,1,24.0,3530
inference-imagenet-7293,12566,infer-imagenet-4,1,1,14.0,8954
inference-bert-7294,12567,infer-bert-5,1,1,6.0,351
inference-deepspeech2-7295,12572,infer-deepspeech2-4,1,1,7.0,354
inference-bert-7296,12572,infer-bert-2,1,1,5.0,1175
inference-imagenet-7297,12575,infer-imagenet-3,1,1,28.0,7792
inference-bert-7298,12578,infer-bert-4,1,1,2.0,4048
inference-yolov3-7300,12580,infer-yolov3-2,1,1,16.0,3228
inference-imagenet-7299,12580,infer-imagenet-3,1,1,11.0,1680
inference-cifar10-7302,12582,infer-cifar10-3,1,1,17.0,7677
inference-bert-7301,12582,infer-bert-5,1,1,1.0,477
inference-imagenet-7303,12586,infer-imagenet-3,1,1,17.0,9803
inference-yolov3-7304,12588,infer-yolov3-4,1,1,20.0,2944
inference-bert-7305,12590,infer-bert-4,1,1,16.0,3333
inference-bert-7306,12594,infer-bert-4,1,1,4.0,2221
inference-yolov3-7307,12594,infer-yolov3-1,1,1,4.0,3228
inference-cifar10-7308,12599,infer-cifar10-4,1,1,9.0,8127
inference-ncf-7309,12601,infer-ncf-2,1,1,4.0,2982
inference-imagenet-7310,12603,infer-imagenet-3,1,1,25.0,655
inference-cifar10-7311,12604,infer-cifar10-5,1,1,24.0,2074
inference-yolov3-7312,12605,infer-yolov3-1,1,1,11.0,1635
cifar10-53,12608,cifar10,16,4096,4.0,-1
inference-cifar10-7313,12609,infer-cifar10-1,1,1,22.0,6098
inference-cifar10-7314,12611,infer-cifar10-5,1,1,28.0,9275
inference-yolov3-7315,12612,infer-yolov3-4,1,1,11.0,1626
inference-deepspeech2-7316,12614,infer-deepspeech2-4,1,1,17.0,433
inference-cifar10-7317,12617,infer-cifar10-5,1,1,16.0,3899
inference-deepspeech2-7318,12619,infer-deepspeech2-3,1,1,3.0,726
inference-yolov3-7319,12620,infer-yolov3-1,1,1,13.0,4373
inference-ncf-7320,12628,infer-ncf-5,1,1,1.0,3947
inference-imagenet-7321,12629,infer-imagenet-3,1,1,13.0,4171
inference-yolov3-7322,12630,infer-yolov3-4,1,1,6.0,2447
inference-ncf-7323,12631,infer-ncf-4,1,1,1.0,3342
inference-cifar10-7324,12634,infer-cifar10-5,1,1,1.0,2074
inference-cifar10-7325,12635,infer-cifar10-5,1,1,1.0,7950
inference-ncf-7326,12637,infer-ncf-1,1,1,29.0,3989
inference-deepspeech2-7327,12638,infer-deepspeech2-3,1,1,8.0,747
inference-imagenet-7328,12639,infer-imagenet-5,1,1,8.0,4644
inference-bert-7329,12644,infer-bert-5,1,1,29.0,3662
inference-bert-7331,12645,infer-bert-4,1,1,4.0,1012
inference-deepspeech2-7330,12645,infer-deepspeech2-5,1,1,10.0,226
inference-ncf-7332,12648,infer-ncf-1,1,1,14.0,4247
inference-ncf-7335,12653,infer-ncf-3,1,1,12.0,1997
inference-bert-7333,12653,infer-bert-2,1,1,3.0,1080
inference-imagenet-7334,12653,infer-imagenet-3,1,1,14.0,1955
inference-bert-7336,12657,infer-bert-1,1,1,5.0,2512
inference-ncf-7337,12658,infer-ncf-1,1,1,5.0,1937
inference-yolov3-7340,12659,infer-yolov3-4,1,1,14.0,1135
inference-cifar10-7341,12659,infer-cifar10-3,1,1,22.0,6105
inference-imagenet-7338,12659,infer-imagenet-2,1,1,18.0,9780
inference-deepspeech2-7339,12659,infer-deepspeech2-5,1,1,15.0,431
inference-yolov3-7342,12660,infer-yolov3-4,1,1,11.0,3314
inference-imagenet-7343,12663,infer-imagenet-5,1,1,23.0,4876
inference-deepspeech2-7344,12664,infer-deepspeech2-2,1,1,23.0,424
inference-deepspeech2-7345,12665,infer-deepspeech2-3,1,1,23.0,767
inference-imagenet-7346,12667,infer-imagenet-1,1,1,2.0,787
inference-deepspeech2-7347,12669,infer-deepspeech2-4,1,1,15.0,581
inference-ncf-7348,12670,infer-ncf-3,1,1,14.0,2265
inference-imagenet-7349,12671,infer-imagenet-3,1,1,27.0,2737
inference-ncf-7350,12678,infer-ncf-3,1,1,26.0,639
inference-bert-7351,12679,infer-bert-4,1,1,4.0,2291
inference-bert-7352,12680,infer-bert-5,1,1,18.0,2235
inference-bert-7353,12681,infer-bert-3,1,1,29.0,731
inference-ncf-7354,12682,infer-ncf-1,1,1,29.0,539
cifar10-54,12683,cifar10,16,4096,4.0,-1
inference-cifar10-7355,12684,infer-cifar10-4,1,1,13.0,8355
inference-deepspeech2-7356,12685,infer-deepspeech2-3,1,1,29.0,892
inference-bert-7357,12689,infer-bert-1,1,1,26.0,1216
inference-ncf-7358,12691,infer-ncf-1,1,1,10.0,758
inference-yolov3-7359,12692,infer-yolov3-2,1,1,27.0,2643
inference-imagenet-7360,12696,infer-imagenet-1,1,1,13.0,8679
inference-deepspeech2-7361,12700,infer-deepspeech2-5,1,1,25.0,959
inference-yolov3-7362,12705,infer-yolov3-2,1,1,29.0,3593
inference-imagenet-7363,12707,infer-imagenet-3,1,1,3.0,7430
inference-imagenet-7364,12709,infer-imagenet-1,1,1,15.0,3197
inference-bert-7365,12709,infer-bert-2,1,1,1.0,3258
inference-ncf-7366,12710,infer-ncf-3,1,1,3.0,2668
inference-yolov3-7367,12711,infer-yolov3-5,1,1,13.0,977
inference-deepspeech2-7368,12712,infer-deepspeech2-3,1,1,8.0,75
inference-bert-7369,12713,infer-bert-2,1,1,8.0,3662
inference-yolov3-7371,12714,infer-yolov3-5,1,1,9.0,2074
inference-cifar10-7370,12714,infer-cifar10-3,1,1,28.0,1468
inference-imagenet-7372,12715,infer-imagenet-5,1,1,4.0,1616
inference-yolov3-7373,12718,infer-yolov3-4,1,1,29.0,769
inference-bert-7374,12719,infer-bert-1,1,1,1.0,3662
inference-ncf-7375,12722,infer-ncf-3,1,1,25.0,3271
inference-deepspeech2-7376,12723,infer-deepspeech2-2,1,1,17.0,98
inference-imagenet-7377,12724,infer-imagenet-4,1,1,23.0,6402
inference-ncf-7378,12725,infer-ncf-3,1,1,4.0,1721
inference-yolov3-7379,12725,infer-yolov3-2,1,1,23.0,1333
inference-bert-7380,12725,infer-bert-3,1,1,23.0,4058
inference-imagenet-7381,12726,infer-imagenet-1,1,1,22.0,6402
inference-bert-7382,12727,infer-bert-5,1,1,13.0,1012
inference-yolov3-7383,12732,infer-yolov3-4,1,1,29.0,3530
inference-ncf-7384,12735,infer-ncf-4,1,1,2.0,4430
inference-cifar10-7385,12739,infer-cifar10-2,1,1,7.0,5397
inference-cifar10-7386,12739,infer-cifar10-2,1,1,13.0,8833
inference-bert-7387,12740,infer-bert-1,1,1,26.0,1650
inference-bert-7388,12743,infer-bert-4,1,1,15.0,4283
inference-imagenet-7389,12744,infer-imagenet-5,1,1,25.0,4866
inference-yolov3-7390,12749,infer-yolov3-2,1,1,21.0,3314
inference-cifar10-7391,12755,infer-cifar10-2,1,1,28.0,3899
inference-ncf-7392,12756,infer-ncf-1,1,1,16.0,157
inference-ncf-7393,12757,infer-ncf-5,1,1,24.0,4430
inference-bert-7394,12759,infer-bert-4,1,1,19.0,1080
inference-cifar10-7395,12764,infer-cifar10-4,1,1,3.0,2057
inference-yolov3-7396,12764,infer-yolov3-5,1,1,1.0,1902
inference-bert-7397,12765,infer-bert-1,1,1,6.0,2714
inference-cifar10-7398,12765,infer-cifar10-1,1,1,7.0,2365
inference-deepspeech2-7399,12767,infer-deepspeech2-2,1,1,29.0,49
inference-yolov3-7400,12767,infer-yolov3-3,1,1,3.0,1003
inference-imagenet-7401,12768,infer-imagenet-4,1,1,15.0,8273
inference-ncf-7402,12770,infer-ncf-3,1,1,20.0,1042
inference-deepspeech2-7403,12772,infer-deepspeech2-5,1,1,4.0,985
inference-deepspeech2-7404,12774,infer-deepspeech2-5,1,1,17.0,123
inference-deepspeech2-7405,12775,infer-deepspeech2-1,1,1,10.0,153
inference-deepspeech2-7406,12780,infer-deepspeech2-1,1,1,19.0,461
inference-bert-7407,12783,infer-bert-4,1,1,7.0,3350
inference-bert-7408,12783,infer-bert-2,1,1,17.0,1175
inference-bert-7409,12785,infer-bert-5,1,1,15.0,181
inference-deepspeech2-7410,12786,infer-deepspeech2-5,1,1,8.0,116
inference-deepspeech2-7411,12786,infer-deepspeech2-2,1,1,10.0,169
inference-imagenet-7412,12788,infer-imagenet-1,1,1,28.0,7984
inference-bert-7413,12789,infer-bert-3,1,1,29.0,3547
inference-ncf-7414,12789,infer-ncf-2,1,1,22.0,3388
inference-yolov3-7415,12789,infer-yolov3-2,1,1,2.0,979
inference-ncf-7416,12792,infer-ncf-4,1,1,19.0,1937
inference-bert-7417,12794,infer-bert-3,1,1,3.0,1023
inference-cifar10-7418,12795,infer-cifar10-5,1,1,3.0,8453
inference-bert-7419,12798,infer-bert-5,1,1,3.0,3047
inference-imagenet-7420,12799,infer-imagenet-1,1,1,10.0,3197
inference-cifar10-7421,12800,infer-cifar10-4,1,1,24.0,2735
inference-cifar10-7422,12803,infer-cifar10-5,1,1,19.0,6590
inference-ncf-7423,12803,infer-ncf-2,1,1,22.0,431
inference-ncf-7424,12806,infer-ncf-2,1,1,26.0,1400
inference-yolov3-7425,12808,infer-yolov3-2,1,1,6.0,3580
inference-imagenet-7426,12808,infer-imagenet-5,1,1,13.0,8572
inference-bert-7427,12814,infer-bert-4,1,1,13.0,1721
inference-bert-7428,12816,infer-bert-5,1,1,1.0,1259
inference-bert-7429,12817,infer-bert-4,1,1,29.0,602
inference-cifar10-7430,12818,infer-cifar10-5,1,1,26.0,9448
inference-deepspeech2-7431,12818,infer-deepspeech2-2,1,1,8.0,562
inference-bert-7432,12819,infer-bert-3,1,1,12.0,1739
inference-yolov3-7433,12819,infer-yolov3-3,1,1,19.0,1648
inference-bert-7434,12824,infer-bert-4,1,1,23.0,2714
inference-cifar10-7435,12824,infer-cifar10-5,1,1,28.0,6098
inference-ncf-7436,12824,infer-ncf-3,1,1,27.0,1036
inference-ncf-7437,12824,infer-ncf-5,1,1,27.0,4250
inference-ncf-7438,12827,infer-ncf-2,1,1,11.0,1937
inference-cifar10-7439,12828,infer-cifar10-2,1,1,19.0,9295
inference-yolov3-7440,12832,infer-yolov3-2,1,1,2.0,118
inference-yolov3-7441,12834,infer-yolov3-1,1,1,15.0,3921
inference-ncf-7442,12838,infer-ncf-3,1,1,11.0,2689
inference-yolov3-7443,12843,infer-yolov3-4,1,1,28.0,1333
inference-yolov3-7444,12844,infer-yolov3-3,1,1,13.0,3930
inference-bert-7445,12844,infer-bert-1,1,1,16.0,1175
inference-imagenet-7446,12848,infer-imagenet-2,1,1,5.0,1553
inference-imagenet-7447,12851,infer-imagenet-4,1,1,6.0,7430
inference-cifar10-7448,12853,infer-cifar10-1,1,1,27.0,1195
inference-bert-7452,12854,infer-bert-4,1,1,9.0,303
inference-deepspeech2-7449,12854,infer-deepspeech2-3,1,1,7.0,851
inference-bert-7451,12854,infer-bert-1,1,1,7.0,1381
inference-ncf-7450,12854,infer-ncf-5,1,1,13.0,3595
inference-imagenet-7453,12855,infer-imagenet-2,1,1,2.0,2341
inference-deepspeech2-7454,12863,infer-deepspeech2-4,1,1,14.0,176
inference-deepspeech2-7455,12864,infer-deepspeech2-4,1,1,1.0,585
inference-imagenet-7456,12864,infer-imagenet-1,1,1,10.0,3696
inference-yolov3-7457,12865,infer-yolov3-2,1,1,20.0,3250
inference-ncf-7458,12865,infer-ncf-4,1,1,6.0,4655
inference-deepspeech2-7459,12867,infer-deepspeech2-5,1,1,27.0,971
inference-ncf-7460,12868,infer-ncf-3,1,1,14.0,1399
inference-cifar10-7461,12869,infer-cifar10-4,1,1,15.0,9597
inference-cifar10-7462,12869,infer-cifar10-3,1,1,15.0,2063
inference-ncf-7463,12871,infer-ncf-4,1,1,3.0,912
inference-yolov3-7464,12872,infer-yolov3-5,1,1,23.0,3593
inference-ncf-7465,12874,infer-ncf-1,1,1,2.0,3271
inference-bert-7466,12875,infer-bert-1,1,1,26.0,4827
inference-ncf-7467,12876,infer-ncf-4,1,1,16.0,1922
inference-deepspeech2-7468,12878,infer-deepspeech2-1,1,1,14.0,176
inference-ncf-7469,12880,infer-ncf-2,1,1,22.0,1228
inference-deepspeech2-7470,12883,infer-deepspeech2-5,1,1,28.0,103
inference-ncf-7471,12885,infer-ncf-4,1,1,11.0,2193
inference-cifar10-7472,12885,infer-cifar10-5,1,1,15.0,895
inference-bert-7473,12885,infer-bert-3,1,1,16.0,588
inference-ncf-7474,12886,infer-ncf-4,1,1,5.0,2689
inference-imagenet-7475,12887,infer-imagenet-2,1,1,16.0,9342
inference-ncf-7476,12890,infer-ncf-4,1,1,6.0,4533
inference-ncf-7477,12893,infer-ncf-1,1,1,24.0,3117
inference-yolov3-7478,12894,infer-yolov3-3,1,1,17.0,1981
inference-yolov3-7479,12895,infer-yolov3-5,1,1,3.0,4466
inference-yolov3-7480,12900,infer-yolov3-1,1,1,1.0,3204
inference-bert-7481,12901,infer-bert-4,1,1,20.0,1381
inference-deepspeech2-7482,12902,infer-deepspeech2-3,1,1,10.0,431
inference-cifar10-7483,12907,infer-cifar10-1,1,1,22.0,1195
inference-imagenet-7484,12908,infer-imagenet-3,1,1,4.0,9330
inference-ncf-7485,12910,infer-ncf-3,1,1,26.0,3890
inference-imagenet-7486,12911,infer-imagenet-2,1,1,4.0,9342
inference-imagenet-7487,12912,infer-imagenet-3,1,1,15.0,7984
inference-imagenet-7488,12916,infer-imagenet-2,1,1,23.0,525
inference-bert-7489,12917,infer-bert-4,1,1,23.0,1216
inference-deepspeech2-7490,12918,infer-deepspeech2-2,1,1,26.0,585
inference-deepspeech2-7491,12918,infer-deepspeech2-2,1,1,4.0,646
inference-imagenet-7492,12921,infer-imagenet-5,1,1,27.0,8916
inference-deepspeech2-7493,12921,infer-deepspeech2-5,1,1,29.0,123
inference-deepspeech2-7494,12922,infer-deepspeech2-1,1,1,5.0,177
inference-bert-7495,12923,infer-bert-5,1,1,10.0,4526
inference-ncf-7496,12923,infer-ncf-3,1,1,19.0,1934
inference-bert-7497,12925,infer-bert-4,1,1,15.0,4282
inference-imagenet-7498,12929,infer-imagenet-5,1,1,11.0,9648
inference-bert-7499,12932,infer-bert-4,1,1,13.0,458
inference-bert-7500,12933,infer-bert-5,1,1,5.0,1463
inference-ncf-7501,12937,infer-ncf-1,1,1,24.0,715
inference-imagenet-7502,12937,infer-imagenet-4,1,1,6.0,2737
inference-ncf-7503,12939,infer-ncf-4,1,1,25.0,4430
inference-yolov3-7504,12941,infer-yolov3-1,1,1,2.0,3313
inference-cifar10-7505,12947,infer-cifar10-5,1,1,23.0,8453
inference-deepspeech2-7506,12950,infer-deepspeech2-5,1,1,8.0,126
inference-bert-7507,12952,infer-bert-4,1,1,23.0,847
inference-bert-7508,12952,infer-bert-3,1,1,6.0,2291
inference-deepspeech2-7509,12954,infer-deepspeech2-5,1,1,25.0,318
inference-imagenet-7510,12957,infer-imagenet-3,1,1,7.0,943
inference-deepspeech2-7511,12961,infer-deepspeech2-2,1,1,27.0,587
inference-deepspeech2-7512,12963,infer-deepspeech2-5,1,1,21.0,507
inference-ncf-7513,12964,infer-ncf-5,1,1,16.0,311
inference-imagenet-7514,12965,infer-imagenet-3,1,1,4.0,387
inference-cifar10-7515,12969,infer-cifar10-2,1,1,27.0,3422
inference-ncf-7516,12969,infer-ncf-1,1,1,15.0,1278
inference-bert-7517,12971,infer-bert-5,1,1,25.0,2512
inference-deepspeech2-7518,12972,infer-deepspeech2-4,1,1,17.0,851
inference-deepspeech2-7519,12973,infer-deepspeech2-4,1,1,14.0,75
inference-cifar10-7521,12975,infer-cifar10-2,1,1,1.0,9873
inference-cifar10-7522,12975,infer-cifar10-1,1,1,22.0,259
inference-imagenet-7520,12975,infer-imagenet-3,1,1,13.0,4866
inference-yolov3-7523,12976,infer-yolov3-5,1,1,12.0,4505
inference-ncf-7524,12978,infer-ncf-3,1,1,23.0,2091
inference-ncf-7525,12978,infer-ncf-4,1,1,5.0,2119
inference-imagenet-7526,12983,infer-imagenet-2,1,1,25.0,543
inference-cifar10-7527,12983,infer-cifar10-2,1,1,2.0,809
inference-cifar10-7528,12984,infer-cifar10-4,1,1,24.0,873
inference-deepspeech2-7529,12989,infer-deepspeech2-4,1,1,12.0,562
inference-yolov3-7530,12991,infer-yolov3-1,1,1,8.0,1985
inference-cifar10-7531,12995,infer-cifar10-4,1,1,5.0,9295
inference-imagenet-7532,12995,infer-imagenet-2,1,1,16.0,8916
inference-yolov3-7533,12995,infer-yolov3-1,1,1,9.0,4368
inference-yolov3-7534,12996,infer-yolov3-2,1,1,14.0,3530
inference-cifar10-7535,12997,infer-cifar10-3,1,1,14.0,7715
inference-imagenet-7536,12997,infer-imagenet-5,1,1,2.0,4022
inference-yolov3-7537,12999,infer-yolov3-2,1,1,8.0,3217
inference-imagenet-7538,13001,infer-imagenet-3,1,1,6.0,4444
inference-yolov3-7539,13002,infer-yolov3-4,1,1,7.0,954
inference-cifar10-7540,13003,infer-cifar10-2,1,1,12.0,7495
inference-deepspeech2-7541,13004,infer-deepspeech2-5,1,1,2.0,959
inference-ncf-7542,13004,infer-ncf-5,1,1,23.0,330
inference-ncf-7543,13006,infer-ncf-3,1,1,2.0,3873
inference-deepspeech2-7544,13010,infer-deepspeech2-4,1,1,5.0,433
inference-ncf-7545,13016,infer-ncf-3,1,1,18.0,2091
inference-yolov3-7546,13018,infer-yolov3-2,1,1,19.0,4373
inference-imagenet-7547,13019,infer-imagenet-4,1,1,11.0,8572
inference-yolov3-7548,13021,infer-yolov3-2,1,1,8.0,4844
inference-yolov3-7549,13024,infer-yolov3-2,1,1,16.0,2074
inference-imagenet-7550,13024,infer-imagenet-5,1,1,3.0,5926
inference-cifar10-7551,13025,infer-cifar10-1,1,1,5.0,3521
inference-ncf-7552,13025,infer-ncf-5,1,1,4.0,3117
inference-ncf-7553,13026,infer-ncf-5,1,1,7.0,1400
inference-yolov3-7554,13028,infer-yolov3-1,1,1,11.0,3314
inference-ncf-7555,13028,infer-ncf-1,1,1,14.0,1278
inference-bert-7556,13031,infer-bert-1,1,1,7.0,4336
inference-ncf-7557,13037,infer-ncf-3,1,1,17.0,2668
inference-cifar10-7558,13040,infer-cifar10-5,1,1,21.0,9877
inference-ncf-7559,13041,infer-ncf-5,1,1,9.0,258
inference-ncf-7560,13042,infer-ncf-1,1,1,18.0,4301
inference-cifar10-7561,13046,infer-cifar10-3,1,1,24.0,2843
inference-imagenet-7562,13048,infer-imagenet-5,1,1,9.0,3162
inference-cifar10-7563,13051,infer-cifar10-4,1,1,9.0,9255
inference-imagenet-7564,13051,infer-imagenet-1,1,1,20.0,8679
inference-imagenet-7565,13052,infer-imagenet-1,1,1,22.0,4111
inference-yolov3-7566,13054,infer-yolov3-5,1,1,17.0,72
inference-imagenet-7567,13057,infer-imagenet-5,1,1,11.0,3197
inference-yolov3-7568,13060,infer-yolov3-1,1,1,14.0,1489
inference-deepspeech2-7569,13061,infer-deepspeech2-2,1,1,26.0,562
inference-deepspeech2-7570,13062,infer-deepspeech2-4,1,1,16.0,514
inference-ncf-7571,13063,infer-ncf-4,1,1,21.0,2265
inference-yolov3-7572,13063,infer-yolov3-3,1,1,6.0,4329
inference-cifar10-7573,13064,infer-cifar10-3,1,1,16.0,9877
inference-yolov3-7574,13072,infer-yolov3-5,1,1,6.0,1716
inference-deepspeech2-7575,13072,infer-deepspeech2-1,1,1,14.0,892
inference-yolov3-7576,13075,infer-yolov3-1,1,1,20.0,1264
inference-bert-7577,13076,infer-bert-1,1,1,24.0,731
inference-cifar10-7578,13077,infer-cifar10-3,1,1,21.0,873
inference-yolov3-7579,13078,infer-yolov3-3,1,1,8.0,3445
inference-bert-7580,13079,infer-bert-2,1,1,20.0,2195
inference-yolov3-7581,13081,infer-yolov3-3,1,1,16.0,162
inference-cifar10-7582,13081,infer-cifar10-3,1,1,10.0,4022
inference-bert-7583,13082,infer-bert-4,1,1,26.0,1507
inference-bert-7584,13085,infer-bert-5,1,1,20.0,4939
inference-yolov3-7586,13086,infer-yolov3-2,1,1,5.0,162
inference-deepspeech2-7585,13086,infer-deepspeech2-1,1,1,27.0,159
inference-ncf-7587,13090,infer-ncf-1,1,1,14.0,772
inference-ncf-7588,13090,infer-ncf-3,1,1,5.0,1558
inference-ncf-7589,13092,infer-ncf-5,1,1,24.0,2105
inference-bert-7590,13093,infer-bert-2,1,1,15.0,1112
inference-yolov3-7591,13094,infer-yolov3-5,1,1,25.0,3445
inference-ncf-7592,13095,infer-ncf-2,1,1,18.0,1839
inference-cifar10-7593,13097,infer-cifar10-1,1,1,7.0,2074
inference-bert-7594,13099,infer-bert-4,1,1,22.0,2291
inference-bert-7595,13100,infer-bert-3,1,1,12.0,1721
inference-yolov3-7598,13101,infer-yolov3-3,1,1,25.0,2103
inference-yolov3-7596,13101,infer-yolov3-5,1,1,19.0,4594
inference-yolov3-7597,13101,infer-yolov3-3,1,1,1.0,3978
inference-cifar10-7599,13102,infer-cifar10-1,1,1,5.0,2606
inference-yolov3-7600,13102,infer-yolov3-5,1,1,5.0,3445
inference-cifar10-7601,13103,infer-cifar10-2,1,1,20.0,5968
inference-cifar10-7602,13104,infer-cifar10-4,1,1,9.0,1195
inference-yolov3-7603,13110,infer-yolov3-4,1,1,29.0,1902
inference-imagenet-7604,13113,infer-imagenet-2,1,1,15.0,9984
inference-imagenet-7606,13114,infer-imagenet-5,1,1,17.0,7792
inference-imagenet-7605,13114,infer-imagenet-3,1,1,24.0,543
inference-ncf-7607,13114,infer-ncf-1,1,1,23.0,1420
inference-bert-7608,13116,infer-bert-1,1,1,23.0,3370
inference-bert-7609,13121,infer-bert-5,1,1,16.0,3276
inference-imagenet-7610,13124,infer-imagenet-5,1,1,21.0,8956
inference-deepspeech2-7611,13125,infer-deepspeech2-2,1,1,10.0,169
inference-deepspeech2-7612,13130,infer-deepspeech2-3,1,1,16.0,784
inference-yolov3-7613,13132,infer-yolov3-1,1,1,21.0,3805
inference-ncf-7614,13134,infer-ncf-1,1,1,12.0,2540
inference-cifar10-7615,13135,infer-cifar10-3,1,1,8.0,9597
inference-bert-7617,13138,infer-bert-3,1,1,25.0,602
inference-ncf-7616,13138,infer-ncf-4,1,1,9.0,360
inference-cifar10-7618,13150,infer-cifar10-1,1,1,29.0,7028
inference-deepspeech2-7619,13151,infer-deepspeech2-4,1,1,7.0,507
inference-imagenet-7620,13151,infer-imagenet-2,1,1,22.0,5926
inference-ncf-7622,13152,infer-ncf-1,1,1,11.0,558
inference-cifar10-7621,13152,infer-cifar10-4,1,1,8.0,7823
inference-ncf-7623,13154,infer-ncf-2,1,1,25.0,2193
inference-cifar10-7624,13155,infer-cifar10-1,1,1,10.0,9295
inference-bert-7625,13156,infer-bert-4,1,1,27.0,4030
inference-bert-7626,13157,infer-bert-5,1,1,26.0,2221
inference-ncf-7627,13159,infer-ncf-2,1,1,29.0,3507
inference-yolov3-7628,13159,infer-yolov3-2,1,1,16.0,1341
inference-cifar10-7630,13161,infer-cifar10-4,1,1,26.0,7761
inference-deepspeech2-7629,13161,infer-deepspeech2-3,1,1,14.0,728
inference-imagenet-7631,13163,infer-imagenet-5,1,1,9.0,3881
inference-ncf-7632,13166,infer-ncf-2,1,1,5.0,4484
inference-imagenet-7633,13166,infer-imagenet-3,1,1,9.0,3888
inference-yolov3-7634,13167,infer-yolov3-4,1,1,7.0,199
inference-ncf-7635,13168,infer-ncf-3,1,1,23.0,501
inference-ncf-7636,13172,infer-ncf-5,1,1,4.0,3388
inference-cifar10-7637,13173,infer-cifar10-1,1,1,19.0,2044
inference-ncf-7638,13174,infer-ncf-1,1,1,4.0,1618
inference-bert-7639,13176,infer-bert-2,1,1,2.0,4058
inference-yolov3-7640,13177,infer-yolov3-5,1,1,26.0,2103
inference-imagenet-7641,13179,infer-imagenet-2,1,1,12.0,4503
inference-imagenet-7642,13180,infer-imagenet-3,1,1,23.0,9330
inference-bert-7643,13183,infer-bert-4,1,1,2.0,2651
inference-imagenet-7644,13184,infer-imagenet-2,1,1,24.0,9742
inference-yolov3-7645,13190,infer-yolov3-5,1,1,23.0,2185
inference-bert-7646,13190,infer-bert-1,1,1,7.0,547
inference-deepspeech2-7647,13191,infer-deepspeech2-1,1,1,13.0,918
inference-yolov3-7648,13195,infer-yolov3-3,1,1,5.0,1264
inference-bert-7649,13197,infer-bert-4,1,1,15.0,584
inference-cifar10-7650,13198,infer-cifar10-1,1,1,3.0,2057
inference-yolov3-7651,13199,infer-yolov3-4,1,1,23.0,4106
inference-ncf-7652,13200,infer-ncf-4,1,1,8.0,3117
inference-bert-7653,13204,infer-bert-5,1,1,3.0,547
inference-imagenet-7654,13205,infer-imagenet-3,1,1,20.0,9742
inference-deepspeech2-7655,13205,infer-deepspeech2-4,1,1,2.0,562
inference-deepspeech2-7656,13205,infer-deepspeech2-1,1,1,9.0,487
inference-yolov3-7657,13206,infer-yolov3-3,1,1,27.0,4106
inference-yolov3-7658,13207,infer-yolov3-1,1,1,26.0,72
inference-yolov3-7659,13210,infer-yolov3-1,1,1,23.0,2581
inference-imagenet-7661,13211,infer-imagenet-2,1,1,28.0,3278
inference-ncf-7660,13211,infer-ncf-2,1,1,13.0,758
inference-bert-7662,13215,infer-bert-3,1,1,24.0,3912
inference-bert-7663,13220,infer-bert-4,1,1,27.0,4862
inference-ncf-7664,13222,infer-ncf-2,1,1,1.0,2953
ncf-55,13223,ncf,1,32768,4.0,-1
inference-bert-7665,13226,infer-bert-1,1,1,18.0,207
inference-cifar10-7666,13226,infer-cifar10-1,1,1,11.0,8355
inference-ncf-7667,13227,infer-ncf-2,1,1,11.0,2849
inference-ncf-7668,13227,infer-ncf-2,1,1,28.0,1843
inference-yolov3-7669,13228,infer-yolov3-4,1,1,28.0,1003
inference-cifar10-7670,13231,infer-cifar10-5,1,1,10.0,7761
inference-ncf-7671,13233,infer-ncf-5,1,1,10.0,3873
inference-bert-7672,13233,infer-bert-3,1,1,24.0,3258
inference-imagenet-7673,13234,infer-imagenet-5,1,1,10.0,8916
inference-imagenet-7674,13235,infer-imagenet-5,1,1,1.0,1680
inference-ncf-7675,13236,infer-ncf-3,1,1,17.0,4791
inference-bert-7676,13237,infer-bert-4,1,1,5.0,4295
inference-cifar10-7677,13239,infer-cifar10-1,1,1,9.0,7658
inference-ncf-7678,13240,infer-ncf-1,1,1,15.0,202
inference-ncf-7679,13241,infer-ncf-3,1,1,18.0,2265
inference-yolov3-7680,13241,infer-yolov3-1,1,1,11.0,3250
inference-bert-7681,13242,infer-bert-4,1,1,6.0,272
